(82707,-6126)
(43839,-94864)
(-26420,55926)
(-93437,-84797)
(84981,-94537)
(-66474,-70914)
(-59468,53760)
(7496,64028)
(23219,-78508)
(25642,-23865)
(72249,96897)
(-99995,-45756)
(62985,2186)
(-21398,84519)
(52402,37551)
(40131,-8471)
(95801,35958)
(78003,-81881)
(2205,-84451)
(-81332,-99408)
(63324,12898)
(-75528,-61950)
(-44730,-70020)
(1221,-84882)
(32353,-96913)
(61781,-44440)
(-21242,57562)
(66957,76966)
(12083,87042)
(54421,-54658)
(17790,-492)
(-71241,45408)
(-87019,-14547)
(-76436,88331)
(-4166,76466)
(-59003,57310)
(-8360,21777)
(63588,87397)
(-85380,6137)
(25533,13508)
(30541,84619)
(-70630,-33943)
(-73168,-95902)
(-62883,73748)
(-38940,39277)
(-22642,-4651)
(-53810,96346)
(-37447,-74172)
(-1127,-11989)
(75525,-82341)
(-89255,-6378)
(29444,33265)
(91885,-78300)
(86108,-41472)
(87938,52505)
(72761,87497)
(44172,69614)
(59961,-1164)
(-70747,-5729)
(-8538,94213)
(9279,16015)
(-99361,-4458)
(-60848,31420)
(-30333,-66906)
(60903,66177)
(81136,39327)
(-15086,39262)
(-13855,-7311)
(33487,-73601)
(84818,-93904)
(88880,97538)
(50207,40286)
(-3660,94133)
(61986,49121)
(46474,79924)
(67147,-86817)
(-17122,98712)
(-46246,-96584)
(25027,40962)
(9205,57073)
(-61487,-89040)
(-72277,-6987)
(-55152,-83076)
(-40309,-84562)
(-45116,13170)
(-23155,-45963)
(-64780,-15168)
(22045,-33378)
(-23138,77934)
(14438,-95930)
(95082,-89384)
(57223,-20207)
(78304,-70194)
(-58414,-93946)
(88617,43260)
(83436,-20798)
(94431,29901)
(87783,62864)
(-52197,84436)
(61418,32486)
(87405,-28917)
(-55628,5634)
(67862,-73393)
(34503,-3932)
(94146,-24810)
(-56797,-39514)
(67108,-70494)
(27313,23031)
(-32866,38422)
(16986,55701)
(-20963,-12413)
(-27746,-5798)
(40938,8428)
(41116,-32321)
(22654,-5927)
(18677,-46411)
(-20918,-88962)
(50879,64406)
(-50220,62500)
(-77733,-12345)
(-6311,55726)
(28653,60001)
(52480,-39080)
(39867,35028)
(-616,65312)
(93077,69205)
(1721,23166)
(-2060,-53276)
(45495,20028)
(99277,-44789)
(-3997,-29823)
(10964,14663)
(13776,-72293)
(37714,69874)
(-89137,-39243)
(-76845,-94321)
(59695,-17408)
(-88625,33643)
(71363,-76063)
(40595,-43067)
(68343,-19500)
(30560,31958)
(79983,-25475)
(-80206,-29382)
(-58145,85263)
(54981,-21521)
(9578,51315)
(13873,28818)
(-38198,15486)
(-21086,31243)
(81801,-41019)
(-88088,84300)
(-9838,-79670)
(-12304,-86458)
(-50218,-83815)
(-94527,-38203)
(-63532,25762)
(-33436,11476)
(76242,-13090)
(74938,-51560)
(-13903,80414)
(53316,61395)
(26612,74688)
(99425,-31206)
(-95664,-19642)
(56790,59005)
(34076,-30687)
(82971,-2384)
(-44401,-85734)
(-74169,-19968)
(-93851,-10878)
(-26376,61390)
(83334,88985)
(80460,15687)
(-50297,77664)
(8693,-87162)
(18270,-79881)
(-67999,46208)
(21768,-83741)
(-95959,47819)
(-97591,-35272)
(58834,85597)
(28669,52261)
(63239,79233)
(-86895,95072)
(-38835,-97271)
(85484,-27576)
(18636,20628)
(37882,13337)
(-16163,64718)
(-81788,58675)
(99209,39907)
(-82719,-12905)
(19214,96662)
(35582,83327)
(91616,-17344)
(25862,66239)
(13895,91244)
(-24782,26216)
(-83906,-7974)
(-48352,75384)
(95537,-66797)
(-95148,37229)
(24985,11933)
(62105,-5667)
(89821,65587)
(-75549,24863)
(69742,34863)
(-23922,-15949)
(72645,16676)
(-72796,-3074)
(-74555,53667)
(60,96361)
(98928,-28463)
(46940,60825)
(78715,-11665)
(63609,-87465)
(69241,17102)
(58807,-54026)
(-60647,-50067)
(-76089,2674)
(8083,-55981)
(10214,57451)
(54416,-77995)
(-16895,80769)
(84698,26833)
(2373,-18997)
(93437,27967)
(97586,94202)
(65273,85006)
(66444,-91436)
(-75946,-94612)
(9048,-20825)
(69939,86744)
(17520,-22750)
(17662,45396)
(68604,38496)
(-18066,-55151)
(-5278,90114)
(96903,-24526)
(-73285,-21178)
(-62191,65096)
(-89773,59618)
(120,37887)
(-23460,-43156)
(36487,-11310)
(56101,-64928)
(-86684,-58376)
(94952,-93019)
(-26453,47049)
(-10358,-6564)
(55423,-51451)
(81274,-72349)
(75653,351)
(-53306,-24225)
(23225,88591)
(-23042,-58194)
(-85628,55480)
(-45946,41449)
(24432,67374)
(-12731,64586)
(39806,13589)
(60479,51220)
(84228,-21474)
(-30438,-74645)
(-62598,68417)
(-80206,-93543)
(-88812,38517)
(-3327,-63342)
(-75052,-54905)
(99088,94244)
(-73225,-93488)
(-3910,-21436)
(24919,-51060)
(42428,-73159)
(-12745,20228)
(-31055,-36608)
(93165,88444)
(51772,67425)
(-52272,54994)
(-94768,-70541)
(-68371,85222)
(91061,38669)
(-20924,69761)
(88183,-68027)
(48253,-91092)
(-94455,-75813)
(56408,50458)
(-3257,17437)
(-63801,47951)
(-93546,38176)
(-53264,18908)
(-12868,-5230)
(-48256,1544)
(-98955,-37217)
(35219,22026)
(43181,-45299)
(-96320,16710)
(31288,17513)
(-79234,-53135)
(-16962,-71247)
(54288,-22777)
(-72933,91113)
(41726,-58693)
(5863,61573)
(26206,-94166)
(-33866,7863)
(-97554,91473)
(12324,-65392)
(31818,-16665)
(75955,74260)
(80226,6123)
(-52600,-77836)
(-50597,85577)
(3066,39774)
(-6422,32408)
(33271,73163)
(-52142,12339)
(-92555,37615)
(-69816,69622)
(-61730,-72700)
(-31587,91146)
(15260,-1246)
(-77699,54585)
(90360,-70689)
(33180,-89982)
(56281,-98427)
(39282,33460)
(-85652,-54243)
(96430,26928)
(7388,-3248)
(93605,-69657)
(53825,-99004)
(-68536,-25429)
(-49429,-93899)
(-9038,-77475)
(40731,31757)
(-10925,-48732)
(95912,-921)
(14828,22122)
(7147,-68627)
(98939,-75783)
(-59527,19429)
(-89280,-7115)
(-1279,39129)
(8650,51480)
(-79057,34107)
(-82427,-45451)
(76804,29351)
(-95076,31017)
(11201,-47181)
(-89075,35706)
(23052,-55129)
(-5976,939)
(61332,58342)
(-28068,-77899)
(-3077,-36485)
(-90103,75676)
(-70269,61987)
(-9937,-63012)
(77633,-12325)
(54217,23017)
(-27632,26763)
(-62199,-18950)
(77032,-23667)
(-89398,-54246)
(70380,88449)
