(-15157,67658)
(13966,80310)
(-49501,-16258)
(3060,-72110)
(96951,-49609)
(26249,-13143)
(-15100,-79024)
(97894,-90500)
(65403,-89949)
(91815,-48616)
(-24244,-18140)
(-59517,84721)
(-26285,49892)
(38802,-13829)
(-38280,-73368)
(94697,43426)
(22406,-87045)
(18121,66802)
(56435,30186)
(-30852,79617)
(-83026,-13516)
(-21998,60311)
(-34349,55619)
(-58810,61418)
(54883,51277)
(74870,44279)
(36565,34222)
(-271,-73160)
(-79812,30963)
(15744,-41022)
(-27891,-71598)
(66092,60565)
(-50224,-42381)
(47530,66021)
(46898,-71056)
(-73193,10906)
(-65406,29397)
(4773,-15501)
(78988,47937)
(-92105,-19951)
(-47750,-32673)
(88051,-62776)
(-69604,59453)
(-5915,65340)
(-665,-16112)
(-38340,-5947)
(14311,54463)
(68994,62651)
(-30349,91632)
(-50944,-75356)
(31985,77905)
(64824,3905)
(36622,-84862)
(-55915,-53242)
(-69530,-53175)
(2088,-5223)
(-52835,-84617)
(-20626,72304)
(89530,81955)
(61096,55274)
(55100,-73125)
(2521,-33351)
(-20287,57832)
(73251,-50546)
(-31603,-46387)
(-38687,-33032)
(-41100,-70)
(57234,-43744)
(-13078,16450)
(5813,-18957)
(3972,-56620)
(17463,91796)
(5308,65668)
(-87841,28300)
(82323,51758)
(48453,57864)
(87585,-94057)
(32959,-27015)
(-47395,-19292)
(-46737,12325)
(69250,3466)
(75801,84080)
(75602,-45102)
(10884,-56178)
(84504,68323)
(38656,54141)
(11239,-60792)
(-32127,79005)
(-67549,88544)
(77978,-9172)
(87197,-40877)
(7853,70988)
(51994,17514)
(17032,-63676)
(-77644,-8702)
(-14625,-25707)
(19737,-77521)
(485,-46972)
(79580,-22197)
(48184,-38315)
(83512,-76658)
(-67107,-22798)
(-9183,78254)
(-99072,34404)
(-37421,87823)
(64966,-74404)
(49089,95468)
(6939,79133)
(-24091,16564)
(93619,-6719)
(17834,-69481)
(-89709,-6476)
(36435,57291)
(42147,46398)
(45293,38349)
(-61609,-44974)
(-67372,11418)
(-60534,-88699)
(74314,82843)
(-16406,-56558)
(-94621,-77922)
(-30626,20975)
(-26552,-68898)
(81685,-63066)
(-17871,76997)
(10916,-74018)
(-96740,-6486)
(-1415,66293)
(87034,56648)
(-75424,-61018)
(76913,91997)
(-66358,86332)
(-97867,-92973)
(-69947,-87991)
(55907,-53288)
(-43778,-60067)
(-34591,-47980)
(-83754,69508)
