(71235,84071)
(-24816,36092)
(61511,-43311)
(48665,-51875)
(57349,-89591)
(96822,-79122)
(-20476,-77505)
(-51119,97903)
(33644,-31553)
(33407,-81672)
(-56812,25172)
(-98127,-36241)
(-75134,61196)
(-16617,-70640)
(-98051,91832)
(-98675,-56216)
(48080,68808)
(3703,73571)
(-24755,83049)
(-93888,-2533)
(-89220,-75135)
(-74711,11466)
(54616,33200)
(45977,-58024)
(-27243,64329)
(-77755,-12583)
(39454,31445)
(-97823,-30746)
(33445,-81264)
(-66589,-44587)
(45482,-51478)
(51861,99286)
(-50503,-29046)
(-52427,-87422)
(61283,13005)
(-57972,-63067)
(-99635,-35467)
(-57839,-63428)
(-9851,79320)
(60491,45392)
(-31776,-98269)
(33845,55572)
(9281,59466)
(-84850,-99648)
(78203,-24618)
(-61429,-44538)
(89822,78109)
(5621,-86814)
(27461,-37826)
(85287,22799)
(64778,44869)
(15546,47387)
(46697,-65894)
(-82375,47178)
(-36085,99209)
(92572,94386)
(-27178,42313)
(-13283,48462)
(53899,-21205)
(-89378,56394)
(22822,21222)
(86043,-23585)
(27057,9657)
(74771,-3737)
(-92774,-28077)
(-34612,38168)
(46876,-46469)
(41745,41951)
(-99020,-63018)
(-48467,-18613)
(30505,-90466)
(-72521,1502)
(90764,34844)
(-83435,56313)
(-56176,44928)
(-90117,99804)
(-57785,27753)
(-13875,39944)
(32389,68734)
(-87523,-48099)
(-77699,16952)
(61148,-48298)
(-59920,-54957)
(86581,62494)
(16915,-30625)
(-58909,-85304)
(-4506,80923)
(-99436,-48751)
(-36049,-12217)
(-26888,80858)
(-46776,78812)
(94894,92573)
(26320,-8642)
(-98507,66751)
(-25806,64037)
(-74598,-2904)
(-36241,-95054)
(9940,-75972)
(27830,-39004)
(-79019,-75799)
(-19561,11188)
(-18282,-10059)
(-43602,67156)
(-25963,-38804)
(65114,-26275)
(-83182,-38509)
(48248,-71660)
(21910,-75377)
(23814,-52685)
(4526,-91445)
(60069,59053)
(34898,62116)
(-51442,-85182)
(62159,11245)
(13638,-2207)
(-63731,75745)
(-41918,-32400)
(-71834,14861)
(-7335,75190)
(19883,33815)
(51903,-12463)
(-34756,44559)
(77047,-96525)
(7247,-11439)
(-99865,29695)
(-60187,4940)
(-50694,66931)
(84836,76870)
(66265,-57761)
(95007,-47191)
(51183,-47423)
(97482,-59933)
(-3900,-79348)
(-36553,97469)
(-29560,-12976)
(-26935,6286)
(64483,44639)
