(-92089,-33651)
(-41114,-14713)
(-66205,-8887)
(-6715,-4358)
(-50037,95666)
(84957,-84652)
(99031,65437)
(27060,58241)
(-8229,82001)
(-5086,-37059)
(-75080,-87072)
(99251,89919)
(1393,12304)
(-54854,23929)
(83618,76612)
(82607,-17325)
(13083,-69016)
(-20207,41728)
(-46287,-42771)
(-73157,-56433)
(-75013,-68486)
(53809,-41187)
(40659,-20893)
(12418,-93899)
(10420,61556)
(49898,-76507)
(77329,-2586)
(10216,75582)
(-54764,96365)
(59168,12854)
(36768,98450)
(80567,52414)
(-48701,-60034)
(88119,-9284)
(-8282,73260)
(-84902,-41485)
(16280,-57202)
(47402,52152)
(53685,-64158)
(-95664,55315)
(67507,98388)
(14863,43776)
(25231,-16967)
(-53840,11348)
(-75846,97534)
(81141,-28835)
(83459,3108)
(-17983,78704)
(35882,-2127)
(87869,-4400)
(35238,56831)
(-3505,-24110)
(-99120,-47798)
(-79856,-80566)
(-64296,-48194)
(60030,-95069)
(-78630,-62846)
(96877,87263)
(-24017,95648)
(5909,26554)
(10052,48361)
(27378,-79083)
(-34515,-18385)
(-67686,88806)
(82867,-46056)
(-46849,-45606)
(91849,58350)
(54099,-73588)
(81501,52388)
(-4526,-34240)
(89745,-9755)
(16997,-72591)
(87751,53715)
(52957,52862)
(-82863,-80645)
(48668,-46070)
(-13872,-54920)
(47380,-71224)
(29222,-1836)
(92246,78800)
(-93340,43781)
(86450,-13072)
(11972,71060)
(51267,55009)
(-54950,-52824)
(-59450,-61582)
(-15041,-87231)
(-97815,-76876)
(-39009,-22335)
(76576,-77723)
(-8745,-72809)
(-16944,-4455)
(69216,22156)
(11376,6867)
(-74649,-87144)
(41367,34161)
(-27789,-80718)
(-80696,8136)
(-12156,-57140)
(-99771,13447)
(-68940,-22042)
(-90299,8848)
(97443,-21926)
(38501,-14934)
(18513,-45611)
(-38910,-40378)
(10824,-62175)
(-56162,-17193)
(-28581,83354)
(19428,-96369)
(-75184,26217)
(89820,-51050)
(-27712,-69323)
(-5088,-67569)
(-88085,-76596)
(-67437,78313)
(30194,-60797)
(76000,-49555)
(-86742,69121)
(-67852,17824)
(93113,-84816)
(17503,28487)
(-90596,74415)
(-77714,-144)
(-52417,-20273)
(61517,94565)
(-7140,26688)
(85648,-22991)
(-69108,30314)
(1258,-8078)
(99771,-28231)
(-4763,33837)
(-49773,66496)
(12420,57574)
(72005,-40763)
(93190,-1926)
(-87037,60385)
(8255,43966)
(51064,95008)
(-24666,-73082)
(7943,-32699)
(-70777,97189)
(-60410,-69942)
(63733,-90351)
(17237,51285)
(-40952,9667)
(84338,-54331)
(709,-6908)
(-90916,-89920)
(-83451,52083)
(10727,92477)
(49832,21834)
(77879,59333)
(80241,66865)
(87316,34407)
(-10167,-54656)
(59851,-71310)
(-70661,-79357)
(87629,64958)
(53119,64702)
(-84036,83043)
(39141,-88020)
(3927,-21558)
(42722,-34391)
(99483,35978)
(-24397,-22662)
(-11070,-35113)
(4123,-60941)
(-61110,16750)
(-25121,1800)
(97714,-66573)
(-63228,-22467)
(-56280,40389)
(-25752,47670)
(-93692,-93206)
(-18593,2646)
(-41010,14900)
(-16792,34205)
(-67140,51001)
(-38185,32201)
(99633,-58971)
(-84292,15058)
(66050,90211)
(-39828,19287)
(9664,90122)
(89644,-35110)
(-52284,98352)
(-49585,-8885)
(-6877,-34764)
(-8970,83068)
(-242,-96577)
(75602,-56414)
(40739,-96451)
(84269,-79380)
(92923,45364)
(-84796,73214)
(-29465,-72410)
(-22969,-15035)
(15427,53296)
(-69945,92884)
(38335,21084)
(-88361,-53806)
(67492,770)
(-41721,-4866)
(14791,-85275)
(32244,-99877)
(-80401,-29492)
(66952,91901)
(46234,64825)
(-50376,15773)
(-39978,78578)
(28601,-62262)
(-20403,7672)
(-95077,10307)
(-4363,3349)
(-23468,-553)
(98981,-33554)
(76346,-9343)
(19293,-61575)
(-98644,-82936)
(74347,4293)
(99948,77861)
(-46004,-88914)
(99712,37)
(-7843,98178)
(-2446,-57618)
(-93725,-78880)
(42281,16094)
(5625,-15405)
(3099,-50614)
(41171,-7569)
(-18241,49923)
(-38992,-10658)
(-24249,-97304)
(17734,87945)
(77621,86400)
(-93045,82244)
(-92727,-67022)
(44241,-73587)
(-95944,-23534)
(4271,10949)
(77397,98455)
(-62759,98295)
(97760,-37083)
(27310,37078)
(88719,-11288)
(-97418,-99361)
(82982,-16897)
(-72479,32639)
(-55788,-21152)
(-45569,-17036)
(-32938,-50505)
(49068,-95630)
(-98631,88315)
(-59285,-21067)
(-6099,-68258)
(-93760,13266)
(18183,-22023)
(63742,81870)
(-81781,-8337)
(91287,-22674)
(-63963,-81485)
(-34018,-83495)
(-66251,58846)
(-35754,44777)
(94141,-83291)
(44082,-35079)
(-80297,-49225)
(-12980,-56613)
(5831,-5902)
(23437,-85910)
(27073,-15505)
(-49864,38850)
(-70940,-47024)
(3779,1960)
(41330,-65829)
(-69453,-65123)
(4643,35641)
(-85729,10556)
(55468,-94739)
(-94485,-40673)
(-99749,18677)
(-79575,79541)
(-55809,35711)
(63869,63574)
(-15218,85847)
(-60546,-42586)
(-24259,-58761)
(-32663,31428)
(-46384,8603)
(94924,-28571)
(-93694,3086)
(1113,50348)
(30465,83484)
(76023,-8010)
(-73032,71581)
(91319,76374)
(33745,-89447)
(-81420,-7318)
(-799,26350)
(-42951,99782)
(-85573,95160)
(-41052,-77912)
(-26831,27805)
(-41749,-20555)
(-9839,69662)
(49240,48837)
(-10244,48537)
(23212,-24113)
(34100,99057)
(24943,-38971)
(20012,9687)
(-79378,-72861)
(-2061,-90796)
(76512,79177)
(711,16346)
(-35979,74663)
(68324,98826)
(-21558,-15915)
(-53744,-42006)
(39441,-67511)
(-17106,-26093)
(53800,89672)
(45551,-29311)
(-46239,-76613)
(83546,57177)
