(35769,67024)
(-32834,32501)
(-39912,14736)
(-61377,22528)
(58038,85788)
(-5235,6052)
(-13531,-47478)
(-83607,93767)
(-69182,-86788)
(-7627,95322)
(43734,15712)
(-17723,-31108)
(-88845,20253)
(91888,65925)
(98163,79275)
(36288,27184)
(-13089,28046)
(-37298,-98926)
(-67042,-7300)
(21859,-82903)
(7012,10248)
(12961,-80878)
(-52026,15382)
(58999,8493)
(99144,-26083)
(93408,30521)
(-92667,-57597)
(-10174,-40196)
(90350,-57248)
(97575,-22649)
(-66839,9147)
(7472,84699)
(-47493,-88222)
(13164,-92114)
(-79699,38166)
(85785,-48716)
(55856,-9825)
(-51634,-75172)
(70533,59455)
(-97951,-65816)
(-51359,47642)
(89048,-37975)
(-70480,44312)
(-64300,-23179)
(84792,3600)
(-69404,-1234)
(68126,-35905)
(10936,-94674)
(-82030,38772)
(45420,-77036)
(20156,21835)
(90474,-85984)
(-30968,-86770)
(-99117,-19843)
(10001,32792)
(-39100,57145)
(26373,29057)
(-43503,30649)
(71575,-66295)
(96604,-1766)
(-89241,-65876)
(1589,95686)
(96263,-5261)
(-5444,-53436)
(-73037,45594)
(-56657,70645)
(-38829,60108)
(81354,-47069)
(-95970,93913)
(88943,39236)
(15182,39107)
(-5743,91718)
(44752,-20664)
(32364,-68007)
(84054,-43514)
(-59733,74787)
(88527,413)
(89166,-96787)
(-65067,-84831)
(-58452,-13803)
(48663,44214)
(-72473,54125)
(80460,-99174)
(99970,65535)
(-45538,27239)
(49187,-55710)
(22158,-65327)
(-93956,49419)
(94783,-68176)
(75197,-46161)
(-89753,62921)
(2010,53879)
(-28193,-89248)
(-89819,-83584)
(85517,1792)
(69224,55216)
(-868,-23098)
(20787,66141)
(28920,65959)
(-67038,-12161)
(81209,48633)
(-21963,-70150)
(87413,-69710)
(96548,62308)
(-75824,53522)
(-1545,-51724)
(10152,-86195)
(-52295,14121)
(74579,-67161)
(87155,13786)
(83501,45622)
(53045,21467)
(-76330,14665)
(-49644,6883)
(-90375,57138)
(58896,-89286)
(8195,-84832)
(-3596,-99087)
(-1475,21101)
(495,-53199)
(-8089,-93187)
(-48406,-82400)
(80844,63980)
(83450,-9146)
(60167,3564)
(-91223,7853)
(-18511,78469)
(-47911,-32136)
(52640,-48498)
(-33503,-72382)
(-48743,-82232)
(381,-75419)
(7450,-89406)
(14370,7434)
(-12876,-21366)
(52590,13707)
(25325,36139)
(21744,-81620)
(-22766,5531)
(12394,-6050)
(95387,-67918)
(-21884,43053)
(41541,41135)
(-38640,34911)
(19487,-64650)
(-84124,53227)
(-36243,66193)
(76408,-72891)
(-56586,-44514)
(-56644,56638)
(35936,78182)
(-5961,-62813)
(70869,45214)
(-52102,-94982)
(-21102,-68160)
(88895,40833)
(-1791,-83715)
(26726,83260)
(-75590,-89928)
(-98974,-28507)
(-65250,51178)
(-31215,-14379)
(-33196,-91429)
(-66848,77317)
(65861,-25431)
(34398,53153)
(36043,63391)
(-23170,-94738)
(-58097,-73522)
(41854,94538)
(3420,20378)
(37122,35308)
(88155,-10685)
(62877,99559)
(58150,7349)
(-8042,26414)
(66269,-66515)
(-82985,80839)
(-5195,56389)
(91214,-45815)
(21089,11678)
(6886,-63019)
(30600,-31947)
(-55201,41097)
(-11658,-28547)
(-85957,-8837)
(45974,62351)
(83884,-73502)
(25179,9105)
(73674,-8307)
(93108,66824)
(-59192,-52708)
(91520,38153)
(-83246,-6458)
(-77774,45367)
(-55669,47441)
(-12237,89611)
(-13701,777)
(49547,10974)
(55739,-34040)
(-95097,86318)
(88047,44922)
(90981,-21494)
(-78679,-89192)
(48838,-90224)
(-47900,26415)
(28467,-59773)
(72090,-57069)
(-99188,-87585)
(99275,-12443)
(97688,-46965)
(12979,-82765)
(-68001,-46684)
(-39508,39626)
(-60660,-83057)
(64753,79423)
(73941,-4174)
(58853,-79952)
(31500,-16576)
(-82488,81086)
(82283,54707)
(-92894,97200)
(33793,-29724)
(-43696,-53962)
(1980,-13857)
(73851,-40502)
(-29746,42772)
(-1022,-40046)
(-49813,-80096)
(18780,-40269)
(-63759,438)
(28729,97119)
(-73359,-22092)
(-38445,68991)
(-77238,-96778)
(93676,-95097)
(-80382,-21036)
(-660,-18493)
(2792,-17472)
(-43307,-1291)
(-37873,-76226)
(26615,-20204)
(-86031,-44011)
(-70788,-52107)
(-16666,17406)
(-26399,-23175)
(86432,-15802)
(-59383,41864)
(67359,80900)
(-71725,-75881)
(-9756,-79881)
(50682,-34496)
(15285,-48438)
(-95825,-86470)
(6047,34948)
(54461,-27524)
(50309,94594)
(-87433,-69744)
(-98048,77664)
(56419,-65775)
(-74800,55287)
(-15410,98960)
(38488,61870)
(-45381,17130)
(-6441,73589)
(693,95355)
(91186,-55712)
(-42622,-93651)
(16840,25637)
(67002,36420)
(22386,-80937)
(54843,69194)
(-86251,-2208)
(24474,-36695)
(-908,-92741)
(-88664,-89289)
(-656,58362)
(-5263,81434)
(-16071,45240)
(-73079,85746)
(62561,-4691)
(-87231,40820)
(-30017,-22969)
(33336,37849)
(-96717,-46603)
(4034,-80436)
(55437,-83240)
(6718,85809)
(34755,-77373)
(-27307,-91152)
(-28237,31910)
(-83238,-42463)
(-91590,-37329)
(-25736,-73703)
(-57438,70025)
(-29501,50224)
(-70631,-80806)
(7610,-31880)
(19999,-6301)
(-45348,-17950)
(99423,53623)
(-93206,58954)
(-34785,46520)
(-75092,47607)
(40886,-33717)
(-47026,6542)
(20706,-38488)
(64761,-61955)
(82993,-64895)
(56129,-43572)
(-43313,41822)
(87280,21018)
(-93256,-12162)
(-14154,-78635)
(-99629,-30381)
(-89037,45360)
(85844,-72290)
(30954,65144)
(65345,82682)
(66473,-60420)
(86804,-29849)
(97154,9642)
(20794,39119)
(-9237,-70408)
(-99161,-79593)
(-32745,38566)
(93485,-40006)
(-6509,-15842)
(-5965,-66126)
(-70187,1225)
(40398,-77678)
(23904,-48979)
(-95266,-96988)
(72723,98155)
(-18602,-82302)
(-91307,-39390)
(-44114,36863)
(15705,-35524)
(10593,-47020)
(22556,5135)
(-53268,-14354)
(83823,-35316)
(-52944,89042)
(30532,61126)
(63621,-56389)
(42286,63100)
(89951,-88014)
(27918,-95386)
(72744,80369)
(-44590,20606)
(75545,-9313)
(-54716,66945)
(-22176,-76270)
(-71706,-5587)
(-57384,55405)
(-21073,30853)
(-55543,-16145)
(-67552,49377)
(24190,29761)
(96259,93344)
(94491,-78700)
(-62274,61840)
(-94767,57533)
(-73621,-48417)
(57913,80890)
(-93075,60871)
(15569,-15934)
(-72770,-28550)
(15793,65427)
(82234,26368)
(3888,-66585)
(-97753,84864)
(32663,-67759)
(-19129,90210)
(38079,80255)
(17230,2261)
(12761,22973)
(-39386,53030)
(-9899,-96567)
(-36028,-84837)
(-77942,54827)
(13491,95856)
(49861,-79462)
(-40934,-53149)
(7493,3070)
(-5645,-12501)
(-17374,-82850)
(-8709,39199)
(-81597,-29115)
(61974,36656)
(-9638,-92852)
(11311,60654)
(19185,-50541)
(-98213,59742)
(44762,-35621)
(-48780,99766)
(23820,36852)
(68006,81656)
(24337,94991)
(30500,-51748)
(-10971,37864)
(78205,-70015)
(-40653,93858)
(-81865,93194)
(-3999,-50360)
(-40895,-86828)
(43300,31015)
(-34741,35087)
(22227,-99458)
(92179,79011)
(-33223,25803)
(-35058,-32523)
(13368,20554)
(57852,-93582)
(28684,-11046)
(-56492,79317)
(28504,784)
(81153,-22294)
(-18963,84959)
(67565,-64572)
(-73427,-78727)
(54638,63776)
(90927,71896)
(-33009,-55635)
(-90950,63091)
(-99006,76245)
(-71350,67738)
(-99417,19126)
(-69680,34919)
(78845,84879)
(-13080,74153)
(87991,17792)
(51214,-8302)
(45742,40933)
(98515,45910)
(-34484,-57684)
(-66895,11740)
(77,63990)
(97163,84967)
(18680,47220)
(6768,-16672)
(34821,-68937)
(35727,-93412)
(65135,-15907)
(64933,86203)
(-71673,-5724)
(-48648,-4980)
(-37090,-41141)
(38015,83098)
(16768,-43112)
(87047,-52554)
(17067,-27589)
